"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","status","license-plate-number","customer-comments"
"2026-05-15T05:52:24+00:00","113-6841635-4257053","VSV-IFP4C","B0DNSXKN4G","X004H4JKF7","VIVOSUN 4"" Inline Exhaust Fan & Speed Controller, Low Noise Workshop 130 CFM Duct Fan for HVAC Ventilation, Vent Booster Fan in Grow Tents, Basements, Bathrooms, Kitchens, Attics and 3D Printer","1","IND8","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNO552672902","Changed Mind|My needs changed"
"2026-05-15T05:51:07+00:00","702-4731079-9431403","330101x2K","B015PD8I7I","X0016VM6S7","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","YYC1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNB6VDLPLK3",
"2026-05-15T05:46:21+00:00","111-5771865-6480255","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","CHA1","SELLABLE","UNAUTHORIZED_PURCHASE","Unit returned to inventory","LPNND63L4YWHR","The item not correct for my Fontaine"
"2026-05-15T05:46:18+00:00","112-0459322-6381839","308100","B018VI6ZUQ","X000WUGO9F","VIVOSUN Black and White Panda Film, 10' x 10' 5.5 Mil Poly Film, Blackout Tarp for Warm House","1","PCW1","SELLABLE","NEVER_ARRIVED","Unit returned to inventory",,
"2026-05-15T05:46:06+00:00","111-9638153-6861045","311001-7x5NJ","B00TF9E9PY","X001F11RLF","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","LAS2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNPMGP6510769","No longer needed"
"2026-05-15T05:45:06+00:00","111-0543669-6409850","RB-0003B","B0BTYLTMMY","X003P4BO27","VIVOSUN Collapsible Rain Barrel, 132 Gallon Water Storage Tank with 1000D Oxford Cloth, Portable Rain Collection System Includes Two Spigots and Overflow Kit, Black","1","TEN1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMGR4779502",
"2026-05-15T05:44:48+00:00","113-1875994-1812259","304113-84","B01DXYMSMM","X000ZYIIX3","VIVOSUN S848 4x8 Grow Tent 96""x48""x80"" High Reflective Mylar Tents with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS4000/VSF4300","1","SDF6","CUSTOMER_DAMAGED","FOUND_BETTER_PRICE","Unit returned to inventory","LPNNA6VV9Y163",
"2026-05-15T05:40:44+00:00","702-6601553-9567405","SPray-100LK","B0CRRFQFB5","X004AUZNP9","VIVOSUN 2.64-Gallon Pump Pressure Sprayer, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, for Plants Spraying, Garden Watering and Household Cleaning","1","YYZ9","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNRRJJ5086706",
"2026-05-15T05:35:06+00:00","111-1409718-0697868","SPray-2L-BG","B0CFZWSP22","X003XO0I1H","VIVOSUN 0.5Gal Handheld Garden Sprayer, 2L Pump Sprayer, 68 Oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","1","CHA1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNND6RDNJTGL",
"2026-05-15T05:33:42+00:00","111-8116681-2525034","DT-001X2J","B08889K4D2","X002IPZGCN","VIVOSUN 7 Day Programmable Digital Timer with Dual Outlet, 20 On/Off UL Listed Heavy Duty Plug-in Outlet Timer with Countdown Setting, Indoor for Lamp, Fan, Heater, Humidifiers, Aquarium (2 Pack)","1","LEX2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNNL5G8G37NC","Don’t need"
"2026-05-15T05:28:00+00:00","113-4510904-7856266","311001-15x5NJ","B00VWU37QG","X001F3MYOR","VIVOSUN 5-Pack 15 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","PHX6","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNO547023775",
"2026-05-15T05:27:56+00:00","113-2399955-4342647","332576J","B07RZKRM13","X0026JN05V","VIVOSUN 400GPH Submersible Pump(1500L/H, 15W), Ultra Quiet Water Pump with 5.2ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","1","IND8","SELLABLE","NOT_COMPATIBLE","Unit returned to inventory","LPNO544013349","Not Compatible|AI project suggested wrong pump. The one I would need is too expensive. No longer doing the project"
"2026-05-15T05:26:43+00:00","111-5057993-7446669","VSS-UCS","B0C1BHDKRL","X003RXU8ZF","VIVOSUN USB-C Splitter with 1 Male to 2 Female, 2-in-1 Type C Splitter, Daisy-Chain Adapter Dongle for GrowHub Controller E42A","1","CHA1","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNND6S3Q536B",
"2026-05-15T05:25:01+00:00","112-4552744-5545062","311006-1x5J","B07XL3PWBY","X002B6MFX7","VIVOSUN 5-Pack 1 Gallon Grow Bags, Fabric Pots with Self-Adhesion Sides for Transplanting","1","CHA1","SELLABLE","POOR_FIT","Unit returned to inventory","LPNND65W49ZV4","Incorrect Size|Not big enough for what I need|No"
"2026-05-15T05:21:21+00:00","112-7213010-8599410","332582-60","B086QJPQ6X","X002I2RBLF","VIVOSUN 850GPH 60W Submersible Pump for Fish Tank, Pond, Aquarium, Hydroponic Systems with 5ft Power Cord and 4 Nozzles Blue","1","CHA1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNND6WVZHT5B",
"2026-05-15T05:20:33+00:00","111-5110721-9546628","306101W-4J","B01M7S46YZ","X0018M0OF1","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan, HVAC Vent Blower for Grow Tent, Attic, Basements or Kitchen, Hydroponics Exhaust Booster Fan","1","SAZ1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNPMDJ1038924",
"2026-05-15T05:16:45+00:00","111-5786705-6404223","GH-A22SJ","B0DCHFZN65","X004J6I14T","VIVOSUN GrowHub Outlet Controller A22 with Temperature and Humidity Sensor Probe, Smart Environmental WiFi-Controller, Smart Plug, Thermostat, 15A 1800W, Compatible with Vivosun App for Grow Tent","1","IND8","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO552042526",
"2026-05-15T05:16:11+00:00","114-5496940-5753061","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","IND8","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNO553471167",
"2026-05-15T05:14:58+00:00","113-3091204-7368213","GH-E25","B0BKP7VV1H","X003GER6CN","VIVOSUN GrowHub Controller E25 for Grow Tent Cooling Ventilation Lighting, Supports Smart Grow System Devices, Easy to Install & Use, WiFi App Controllable, Expansion Port for E42A+/E42A/E42","1","IND8","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO550484335",
"2026-05-15T05:14:42+00:00","114-0289969-4811440","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","SWA2","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNRRFH3737218",
"2026-05-15T05:13:37+00:00","112-7596960-7210616","VSH-IS02","B0B96R2RC3","X003PMBTW9","VIVOSUN Professional Automatic Drip Irrigation Kits, 15W Output, All in One Professional Grow Kit- Includes Pump, Timer and Regulator, 8 Drip Emitters Garden Plant Watering System Indoor Outdoor","1","MKC6","SELLABLE","NEVER_ARRIVED","Unit returned to inventory",,
"2026-05-15T05:09:15+00:00","112-5985160-8935405","332521J","B06W2JJSWV","X001C2JOIP","VIVOSUN Air Stone Disc 4 x 4 Inch with Shell and Sucker for Aquarium, Fish Tank and Hydroponics Air Pump","1","LEX1","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE","Unit returned to inventory","LPNND6WQZZR8W",
"2026-05-15T05:03:44+00:00","113-9476363-3885050","PL-0002","B0BB7C3V4H","X003CWX6AZ","VIVOSUN 10 x 13 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","CHA1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNND62R3TDRN","Changed Mind|My needs changed"
"2026-05-15T05:03:26+00:00","701-4112369-1829847","306109-416K","B087632ZS3","X003VVNLEX","VIVOSUN 4 Inch 16 Feet Black Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 4 Inch Stainless Steel Clamps","1","YVR3","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNNL5M5BJ3NG",
"2026-05-15T05:02:10+00:00","113-9476363-3885050","PL-0002","B0BB7C3V4H","X003CWX6AZ","VIVOSUN 10 x 13 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","CHA1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNND65V71G3V","Changed Mind|My needs changed"
"2026-05-15T05:01:43+00:00","112-8593455-4143406","HHC-0001","B0CZ8PQSD1","X0046LWZOT","VIVOSUN Humidity Controller, 1200W Dual-Stage Outlet, Pre-Wired Digital Humidistat with Dual LED Displays for Humidifier/Dehumidifier/Fan, Ideal for Greenhouse, Grow Tent, Home-Brewing, Mushroom","1","LEX2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNO569837192","Defective|There is a ringing/whining noise when plugged in to 2 different outlets"
"2026-05-15T05:00:06+00:00","112-1012394-0306624","311001-20x10","B097PJW1QP","X002XOK22N","VIVOSUN 10-Pack 20 Gallon Grow Bags, Reinforced Planter Fabric Pots for Gardening Black","1","LAS2","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE","Unit returned to inventory","LPNPMGR1100259",
"2026-05-15T04:57:44+00:00","112-2024094-8316211","311001-30x5NJ","B00VWU35F4","X001F1PO69","VIVOSUN 5-Pack 30 Gallons Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","PHX6","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNO500726132","Items are too large for needs."
"2026-05-15T04:54:41+00:00","113-4780392-2684245","311001-15x5NJ","B00VWU37QG","X001F3MYOR","VIVOSUN 5-Pack 15 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","LAS2","SELLABLE","POOR_FIT","Unit returned to inventory","LPNPMGN2931616","Incorrect Size|I accidentally bought instead of 10 gallon|Not really."
"2026-05-15T04:48:36+00:00","113-8477262-9800226","311001-5x5NJ","B00TF9E6XE","X001F1MPD9","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","SWA4","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNGSAC1582189",
"2026-05-15T04:48:12+00:00","113-5214444-2767446","SPray-80LJ","B07QVWQ1HC","X0024GXC09","VIVOSUN Pump Sprayer 2 Gallon, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, Pressure Relief Valve, for Spraying Plants, Garden Watering and Cleaning","1","IND8","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNO559844338",
"2026-05-15T04:48:11+00:00","113-7454819-1663446","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","LEX2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO561981289",
"2026-05-15T04:45:29+00:00","113-9476363-3885050","PL-0002","B0BB7C3V4H","X003CWX6AZ","VIVOSUN 10 x 13 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","CHA1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNND67KR9XZ9","Changed Mind|My needs changed"
"2026-05-15T04:38:48+00:00","111-2395571-7073018","VSF-AWE6-G2","B0BP1Y3CRM","X004DC9D3H","VIVOSUN AeroWave E6 Gen2, Grow Tent Clip Fan 6"", EC Motor, Smart Control, Powerful Oscillating Fan, Local Timer, Weatherproof IP54, for Hydroponics Circulation Cooling, Black","1","IND8","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNO550473883","Changed Mind|Found other item"
"2026-05-15T04:32:42+00:00","701-0882343-5858606","311003-5K","B06Y1XVD1P","X001M23OUT","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Titanium Coated Curved Precision Blades 1-Pack","1","YVR3","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNNL5B7TB3P1",
"2026-05-15T04:31:01+00:00","114-8599966-5785863","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","LAS2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMGR1208337","Could not adjust speed"
"2026-05-15T04:28:21+00:00","113-0779692-5657849","PL-0003","B0BB78XGNK","X003CWZAY5","VIVOSUN 13.5 x 20 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO536032294",
"2026-05-15T04:24:47+00:00","114-1826651-1210661","SPray-08L-GJ","B07QTHF9ZT","X0024GXAOR","VIVOSUN 27oz Pump Sprayer, Handheld Garden Water Sprayer Bottle with Adjustable Brass Nozzle, for Spraying Plants, Flowers, Weeds and Cleaning, Green","1","FAR1","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNAC878933412",
"2026-05-15T04:23:40+00:00","113-6613192-7869836","311001-15x5NJ","B00VWU37QG","X001F3MYOR","VIVOSUN 5-Pack 15 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","PHX6","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNO536179425","Too big"
"2026-05-15T04:18:09+00:00","111-7192150-4732265","311001-25x5NJ","B00VWU30EK","X001F1MWGJ","VIVOSUN 5-Pack 25 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","LAS2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMGP6442440","Not as Expected|Too big|No"
"2026-05-15T04:17:13+00:00","113-8532882-9837052","COMBO-02NJ","B0DFBFGGN1","X004FB5KS3","VIVOSUN Digital pH Meter, 3-in-1 TDS/EC/Temperature Meter, 3-in-1 Soil Moisture/pH/Light Tester Combo for Home, Garden and Hydroponics","1","TYS1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNNK5FNP99X6",
"2026-05-15T04:15:39+00:00","701-6624781-4849805","311001-15x5K","B00VWU37QG","X000WAEDU7","VIVOSUN 5-Pack 15 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","YVR3","SELLABLE","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNNL55KYNGWT","No longer needed, too late"
"2026-05-15T04:15:33+00:00","111-5671549-5536263","311001-7x5NJ","B00TF9E9PY","X001F11RLF","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","LAS2","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNPMGO0513455",
"2026-05-15T04:12:25+00:00","702-2254090-8757048","311021-30x5K","B01I1D9OT0","X0027LF9U7","VIVOSUN 5-Pack 30 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","1","YYC1","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNNL5NXLDMNJ",
"2026-05-15T04:09:05+00:00","114-9628750-7566627","SST-0002","B09LQVPLD4","X0032PJU75","VIVOSUN 12-Pack Seed Starter Trays, 144-Cell Seed Starter Kit with Humidity Dome, Flat Reusable Plant Germination Trays with Drain Hole, Green Propagation Tray for Planting Seeds","1","LAS2","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMGQ4026134",
"2026-05-15T04:04:34+00:00","112-5312789-5781022","NB-003J","B0D9NDKB8T","X004BPMUHR","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of 1 Gallon","1","LEX1","CUSTOMER_DAMAGED","MISSING_PARTS","Unit returned to inventory","LPNND6Z8GK8L1",
"2026-05-15T04:04:07+00:00","111-2313881-0732208","WB-4x50","B0BTY9K48W","X003P4C0TN","VIVOSUN Premium Weed Barrier Landscape Fabric Heavy Duty, 4ftx50ft 5oz Double-Layered Weed Control Mat with High Permeability, Commercial Ground Cover, Easy Set up & Superior Weed Control","1","MKC6","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory",,
"2026-05-15T04:03:10+00:00","112-2198241-0057815","311001-20x5NJ","B00VWU2UDC","X001F11R3D","VIVOSUN 5-Pack 20 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","LAS2","CUSTOMER_DAMAGED","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNPMGO1075244",
"2026-05-15T04:02:02+00:00","702-9633916-8849811","330101-01K","B00P7U259C","X000U6HQI9","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","YYZ1","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNND62SHQ9X6",
"2026-05-15T04:00:54+00:00","112-8110988-5237866","305130-PEN","B06XKMH86J","X001CXZH71","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","1","DEN3","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory",,
"2026-05-15T04:00:38+00:00","113-1029361-0268204","311021-15x5J","B01I1D9KFI","X0015U9RQ3","VIVOSUN 5-Pack 15 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","1","LAS2","SELLABLE","POOR_FIT","Unit returned to inventory","LPNGSAE6060541","Incorrect Size|Not as large as described"
"2026-05-15T03:59:12+00:00","112-2533951-1077060","306143-0616","B01731MLFK","X000VV26DN","VIVOSUN 6 Inch Air Carbon Filter Smelliness Control with Australia Virgin Charcoal for Inline Duct Fan, Grow Tent, Pre-Filter Included, Reversible Flange 6""x 16""","1","CHA1","CUSTOMER_DAMAGED","FOUND_BETTER_PRICE","Unit returned to inventory","LPNNE6RYP9G5T",
"2026-05-15T03:56:58+00:00","113-1029361-0268204","311021-15x5J","B01I1D9KFI","X0015U9RQ3","VIVOSUN 5-Pack 15 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","1","LAS2","SELLABLE","POOR_FIT","Unit returned to inventory","LPNPMGR1102889","Incorrect Size|Not as large as described"
"2026-05-15T03:52:57+00:00","114-6297521-0229069","330101NJ","B00P7U259C","X001YUGJ3X","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","FAR1","SELLABLE","DEFECTIVE","Unit returned to inventory","LPNAC114334738","Seed mat gets ways too hot to safely use and cooks the seeds ."
"2026-05-15T03:52:23+00:00","112-5412877-1260203","VSGB-25","B0BL9XDQZL","X003H2OW5D","VIVOSUN 5-Pack 25 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","1","LAS2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNPMGQ3492777",
"2026-05-15T03:51:19+00:00","111-1432440-4637820","311001-25x5NJ","B00VWU30EK","X001F1MWGJ","VIVOSUN 5-Pack 25 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","IND8","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNO539537056",
"2026-05-15T03:46:29+00:00","114-0309682-7800254","311001-5x5NJ","B00TF9E6XE","X001F1MPD9","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","PHX6","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNO514134693","Changed Mind|My needs changed|I bought some other similar that I tried and didn’t like them. So I decided to go a whole different direction with my gardening."
